sensor_0,sensor_1,sensor_2,sensor_3,sensor_4,sensor_5,sensor_6,sensor_7,sensor_8,sensor_9,sensor_10,sensor_11,sensor_12,sensor_13
2873.0,1855.0,2739.0,3.41,5.27,7.0,-0.12,0.14,-0.07,4095.0,4095.0,4095.0,4095.0,4095.0
2508.0,1851.0,2901.0,4.57,3.74,6.12,-0.98,0.41,-1.12,4095.0,4095.0,4095.0,4095.0,4095.0
2274.0,1881.0,2899.0,2.31,4.81,7.59,0.26,0.15,0.16,4095.0,4095.0,4095.0,4095.0,4095.0
2763.0,1840.0,2837.0,3.15,5.64,7.61,-0.02,-0.31,-0.08,4095.0,4095.0,4095.0,3911.0,4095.0
2895.0,1836.0,2784.0,3.64,4.94,7.44,0.0,-0.28,0.0,4095.0,4095.0,4095.0,4095.0,4095.0
2866.0,1840.0,2813.0,3.52,5.13,7.7,0.17,0.24,-0.05,4095.0,4095.0,4095.0,4095.0,4095.0
2882.0,1819.0,2805.0,3.18,5.35,6.96,-0.15,0.06,-0.03,4095.0,4095.0,4095.0,4095.0,4095.0
2865.0,1811.0,2807.0,2.49,5.21,7.38,-0.25,0.2,0.26,4095.0,4095.0,4095.0,4095.0,4095.0
2946.0,1811.0,2826.0,3.15,4.18,8.01,-0.1,-0.28,0.15,4095.0,4095.0,4095.0,4095.0,4095.0
2960.0,1818.0,2879.0,3.38,4.6,7.79,-0.15,-0.11,-0.21,4095.0,4095.0,4095.0,4095.0,4095.0
2930.0,1813.0,2863.0,2.65,4.55,8.02,0.11,0.32,0.09,4095.0,4095.0,4095.0,4095.0,4095.0
2947.0,1809.0,2882.0,2.72,4.58,7.42,0.11,0.03,-0.01,4095.0,4095.0,4095.0,4095.0,4095.0
2912.0,1825.0,2844.0,2.5,4.69,8.06,0.32,0.13,0.06,4095.0,4095.0,4095.0,4095.0,4095.0
2884.0,1914.0,2817.0,1.61,5.54,7.81,0.35,0.33,0.36,4095.0,4095.0,4095.0,4003.0,4095.0
2893.0,1963.0,2830.0,2.98,5.13,6.99,-0.13,0.02,0.15,4095.0,4095.0,4095.0,3980.0,4095.0
2896.0,2062.0,2807.0,1.77,5.38,6.42,0.03,0.15,0.41,4095.0,4095.0,4095.0,3867.0,4095.0
2908.0,2501.0,2832.0,2.88,5.18,7.19,0.01,-0.35,0.2,4095.0,4095.0,4095.0,3774.0,4095.0
2891.0,2666.0,2811.0,4.31,5.15,7.23,0.02,0.0,0.06,4095.0,4095.0,4095.0,3645.0,4095.0
2711.0,2665.0,2779.0,4.48,5.88,6.59,0.13,0.23,-0.57,4095.0,4095.0,4095.0,3607.0,4095.0
2931.0,2608.0,2750.0,4.43,4.6,6.69,-0.61,-0.12,-0.11,4095.0,4095.0,4095.0,3707.0,4095.0
2960.0,2591.0,2747.0,3.77,5.64,7.02,0.16,0.14,0.01,4095.0,4095.0,4095.0,3727.0,4095.0
2992.0,2790.0,2759.0,3.96,5.75,6.62,0.3,-0.16,0.03,4095.0,4095.0,4095.0,3635.0,4095.0
2961.0,2819.0,2749.0,4.39,4.9,6.3,-0.02,0.25,0.2,4095.0,3937.0,4095.0,3577.0,4095.0
2882.0,2819.0,2730.0,4.66,5.21,6.93,0.15,0.11,-0.08,4095.0,3460.0,4095.0,3600.0,4095.0
2872.0,2817.0,2725.0,4.03,6.12,6.66,0.08,-0.09,0.0,4095.0,4095.0,4095.0,3600.0,4095.0
2921.0,2791.0,2755.0,4.05,5.21,6.2,0.06,-0.02,-0.02,4095.0,4095.0,4095.0,3613.0,4095.0
2919.0,2783.0,2737.0,4.53,5.69,6.46,-0.13,-0.05,-0.11,4095.0,4095.0,4095.0,3628.0,4095.0
2921.0,2754.0,2750.0,4.16,5.17,6.51,-0.04,-0.05,-0.0,4095.0,4095.0,4095.0,3635.0,4095.0
2915.0,2672.0,2747.0,4.2,5.02,6.96,-0.17,-0.08,-0.08,4095.0,4095.0,4095.0,3679.0,4095.0
2698.0,2736.0,2799.0,4.05,5.67,6.93,0.06,-0.09,-0.23,4095.0,4095.0,4095.0,3626.0,4095.0
2177.0,2715.0,2827.0,3.5,6.21,7.01,-0.39,0.14,-0.38,4095.0,4095.0,4095.0,3696.0,4095.0
2485.0,2641.0,2821.0,2.15,5.05,7.64,0.04,0.05,-0.51,4095.0,4095.0,4095.0,3782.0,4095.0
2395.0,2629.0,2796.0,1.65,6.07,6.26,-0.27,-0.04,-0.12,4095.0,4095.0,4095.0,3813.0,4095.0
2874.0,2669.0,2745.0,1.54,6.07,7.63,-0.43,0.03,-0.36,4095.0,4095.0,4095.0,3903.0,4095.0
2966.0,2661.0,2722.0,1.46,5.4,7.96,0.19,0.29,-0.2,4095.0,4095.0,4095.0,4082.0,4095.0
2887.0,2601.0,2933.0,0.32,5.77,6.68,-0.05,-0.18,-0.36,4095.0,4095.0,4095.0,4095.0,4095.0
2725.0,4095.0,3217.0,1.51,5.3,7.61,-0.44,0.14,-0.33,4095.0,4095.0,4095.0,4095.0,4095.0
2599.0,4095.0,3164.0,-0.15,5.31,7.79,0.03,-0.33,0.13,3696.0,4095.0,4095.0,4095.0,4095.0
2559.0,4095.0,3171.0,-0.27,4.55,7.97,-0.04,0.4,-0.16,4095.0,4095.0,4095.0,4095.0,4095.0
2489.0,4095.0,3179.0,0.18,4.75,8.03,-0.04,0.21,-0.02,3417.0,4095.0,4095.0,4095.0,4095.0
2448.0,4095.0,3179.0,0.34,4.71,7.91,-0.22,-0.15,-0.05,2511.0,4095.0,4095.0,4095.0,4095.0
2416.0,4095.0,3187.0,0.44,4.57,7.8,-0.09,0.12,-0.22,4095.0,4095.0,4095.0,4095.0,4095.0
2273.0,4095.0,3190.0,0.03,5.24,8.29,0.5,0.07,0.04,3440.0,4095.0,4095.0,4095.0,4095.0
2319.0,4095.0,3192.0,-0.2,5.01,7.86,0.06,-0.02,0.01,2751.0,4095.0,4095.0,4095.0,4095.0
1628.0,2287.0,3131.0,-0.0,4.91,7.47,0.18,0.05,0.04,4095.0,4095.0,4095.0,3415.0,4095.0
2297.0,2005.0,2767.0,0.69,5.64,8.07,-1.38,-0.63,1.0,3883.0,3707.0,3546.0,2991.0,4095.0
3249.0,2403.0,2843.0,2.09,4.56,7.47,-0.85,-0.34,0.02,3005.0,3081.0,3329.0,2627.0,3639.0
987.0,2258.0,3088.0,-0.92,-1.53,8.98,-3.96,0.33,0.65,4095.0,4095.0,4095.0,4095.0,4095.0
923.0,3278.0,3088.0,-0.55,-3.85,8.91,-0.21,-0.09,-0.07,4095.0,4095.0,4095.0,4095.0,4095.0
1129.0,2494.0,3059.0,0.78,5.6,4.48,2.04,-0.43,0.02,4095.0,4095.0,4095.0,4095.0,4095.0
962.0,3071.0,3053.0,0.27,4.17,4.89,-5.93,1.93,-0.53,4095.0,4095.0,4095.0,4095.0,4095.0
974.0,3041.0,2991.0,-1.14,-2.36,7.58,-0.22,-0.19,-0.1,4095.0,4095.0,4095.0,4095.0,4095.0
948.0,1954.0,2909.0,-3.08,-7.02,10.94,1.8,-0.33,0.88,4095.0,4095.0,4095.0,4095.0,4095.0
1682.0,2547.0,3051.0,0.45,5.77,4.87,0.87,0.27,0.38,4095.0,4095.0,4095.0,4095.0,4095.0
966.0,2876.0,3021.0,-1.88,-2.38,9.66,-4.76,1.08,-1.4,4095.0,4095.0,4095.0,4095.0,4095.0
930.0,2382.0,3006.0,-0.36,-4.06,9.62,2.14,-2.15,-0.02,4095.0,4095.0,4095.0,4095.0,4095.0
963.0,2322.0,3053.0,2.81,3.21,9.16,2.29,-0.73,-0.95,4095.0,4095.0,4095.0,4095.0,4095.0
911.0,3007.0,3017.0,-0.84,3.94,2.94,-3.05,3.27,0.27,4095.0,4095.0,4095.0,4095.0,4095.0
954.0,3520.0,3010.0,0.45,-5.08,10.43,-0.27,-0.3,0.16,4095.0,4095.0,4095.0,4095.0,4095.0
909.0,3120.0,3087.0,0.13,-3.88,10.22,1.42,-0.06,0.04,4095.0,4095.0,4095.0,4095.0,4095.0
1264.0,2897.0,3101.0,1.42,5.15,6.25,0.81,-0.28,-0.04,4095.0,4095.0,4095.0,4095.0,4095.0
975.0,4095.0,3111.0,-0.59,-1.09,8.06,-3.24,0.98,0.18,4095.0,4085.0,4095.0,3981.0,4095.0
4095.0,4095.0,4095.0,-0.9,-0.2,9.03,0.39,0.05,0.55,4095.0,4095.0,4095.0,4095.0,4095.0
971.0,4095.0,3083.0,-2.75,-2.68,12.22,1.48,-0.74,-0.83,4095.0,4095.0,4095.0,4095.0,4095.0
963.0,3856.0,2827.0,-5.92,-1.6,34.83,-1.75,-0.38,-0.64,4095.0,4095.0,4095.0,4095.0,4095.0
1070.0,2914.0,3003.0,-0.47,0.34,3.25,-3.67,1.69,0.62,4095.0,4095.0,4095.0,4095.0,4095.0
891.0,4095.0,2861.0,-2.09,-0.68,9.15,0.44,-0.36,0.21,4095.0,4095.0,4095.0,4095.0,4095.0
894.0,4095.0,2855.0,-1.52,0.1,9.16,0.05,-0.06,0.09,4095.0,4095.0,4095.0,4095.0,4095.0
891.0,4095.0,2845.0,-1.75,0.05,9.25,0.05,0.2,-0.01,4095.0,4095.0,4095.0,4095.0,4095.0
893.0,4095.0,2850.0,-1.81,0.1,9.18,0.02,0.09,0.01,4095.0,4095.0,4095.0,4095.0,4095.0
883.0,4095.0,2865.0,-2.03,0.11,9.09,-0.09,0.06,-0.03,4095.0,4095.0,4095.0,4095.0,4095.0
857.0,4095.0,2859.0,-2.19,0.16,9.08,-0.0,-0.03,-0.04,4095.0,4095.0,4095.0,4095.0,4095.0
880.0,4095.0,2847.0,-2.08,0.12,9.11,-0.01,0.03,-0.02,4095.0,4095.0,4095.0,4095.0,4095.0
873.0,4095.0,2854.0,-2.21,0.16,9.04,-0.03,0.08,-0.01,4095.0,4095.0,4095.0,4095.0,4095.0
883.0,4095.0,2848.0,-2.21,0.12,9.07,-0.03,0.01,-0.03,4095.0,4095.0,4095.0,4095.0,4095.0
880.0,4095.0,2855.0,-2.28,0.13,9.07,-0.02,0.02,-0.03,4095.0,4095.0,4095.0,4095.0,4095.0
874.0,4095.0,2862.0,-2.26,0.14,9.13,-0.03,0.02,-0.02,4095.0,4095.0,4095.0,4095.0,4095.0
886.0,4095.0,2855.0,-2.28,0.14,9.06,-0.03,0.0,-0.02,4095.0,4095.0,4095.0,4095.0,4095.0
880.0,4095.0,2862.0,-2.28,0.14,9.05,-0.03,0.02,-0.01,4095.0,4095.0,4095.0,4095.0,4095.0
883.0,4095.0,2864.0,-2.24,0.06,9.03,0.0,0.1,-0.06,4095.0,4095.0,4095.0,4095.0,4095.0
892.0,4095.0,2859.0,-2.32,0.15,9.06,-0.02,0.02,-0.05,4095.0,4095.0,4095.0,4095.0,4095.0
887.0,4095.0,2842.0,-2.35,0.14,8.98,-0.02,0.03,-0.06,4095.0,4095.0,4095.0,4095.0,4095.0
