hall_1,hall_2,hall_3,flex_t,flex_i,flex_m,flex_r,flex_p,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
3574.0,3701.0,4095.0,4006.0,3312.0,2618.0,3042.0,3313.0,-1.34,9.39,6.89,0.0,0.02,-0.15,c
3573.0,3679.0,4095.0,4023.0,3319.0,2624.0,3034.0,3315.0,-1.39,9.37,6.86,0.02,-0.01,-0.16,c
3583.0,3702.0,4095.0,4023.0,3316.0,2617.0,3038.0,3315.0,-1.31,9.42,6.83,-0.02,-0.02,-0.15,c
3570.0,3696.0,4095.0,4029.0,3319.0,2617.0,3050.0,3301.0,-1.4,9.37,6.95,0.02,0.01,-0.16,c
3609.0,3702.0,4095.0,3984.0,3317.0,2614.0,3051.0,3326.0,-1.4,9.34,6.93,0.01,-0.01,-0.16,c
3600.0,3683.0,4095.0,4017.0,3322.0,2621.0,3037.0,3315.0,-1.43,9.36,7.03,0.02,-0.01,-0.15,c
3578.0,3693.0,4095.0,4029.0,3329.0,2611.0,3056.0,3312.0,-1.38,9.36,6.97,-0.0,-0.01,-0.16,c
3583.0,3685.0,4095.0,4032.0,3314.0,2618.0,3047.0,3313.0,-1.45,9.33,6.96,0.02,0.04,-0.14,c
3573.0,3670.0,4095.0,4013.0,3328.0,2624.0,3056.0,3327.0,-1.42,9.32,6.93,0.01,-0.04,-0.16,c
3583.0,3686.0,4095.0,4016.0,3329.0,2621.0,3045.0,3317.0,-1.35,9.34,6.91,-0.0,-0.01,-0.13,c
3600.0,3684.0,4095.0,3996.0,3325.0,2618.0,3053.0,3313.0,-1.36,9.36,6.96,0.01,-0.03,-0.15,c
3605.0,3682.0,4095.0,4035.0,3322.0,2621.0,3059.0,3316.0,-1.38,9.42,6.84,0.02,0.03,-0.12,c
3581.0,3712.0,4095.0,4027.0,3326.0,2619.0,3057.0,3319.0,-1.39,9.35,6.9,-0.01,-0.03,-0.14,c
3579.0,3700.0,4095.0,4016.0,3332.0,2626.0,3062.0,3327.0,-1.38,9.33,6.93,0.01,-0.02,-0.14,c
-0.04,-0.17,c
3390.0,3494.0,3137.0,3614.0,3143.0,2513.0,2887.0,2933.0,-1.31,9.25,7.21,0.03,-0.09,-0.17,c
3367.0,3499.0,3137.0,3613.0,3147.0,2518.0,2887.0,2955.0,-1.37,9.26,7.18,0.05,0.01,-0.15,c
3359.0,3511.0,3142.0,3631.0,3136.0,2531.0,2897.0,2949.0,-1.29,9.28,7.31,-0.0,0.0,-0.15,c
3360.0,3499.0,3136.0,3632.0,3137.0,2518.0,2898.0,2956.0,-1.29,9.23,7.24,0.01,0.02,-0.14,c
3376.0,3531.0,3137.0,3633.0,3154.0,2531.0,2899.0,2967.0,-1.38,9.29,7.19,0.01,-0.06,-0.16,c
3367.0,3513.0,3139.0,3654.0,3148.0,2533.0,2896.0,2960.0,-1.31,9.09,7.41,-0.05,0.04,-0.12,c
3377.0,3507.0,3125.0,3664.0,3152.0,2530.0,2902.0,2962.0,-1.21,9.24,7.25,0.05,-0.05,-0.16,c
3374.0,3509.0,3147.0,3646.0,3152.0,2523.0,2907.0,2966.0,-1.26,9.29,7.12,0.03,0.02,-0.17,c
3375.0,3499.0,3131.0,3653.0,3152.0,2530.0,2912.0,2975.0,-1.35,9.29,7.21,0.0,-0.0,-0.15,c
3380.0,3516.0,3142.0,3655.0,3168.0,2526.0,2899.0,2960.0,-1.27,9.25,7.33,0.02,0.01,-0.17,c
3372.0,3513.0,3136.0,3664.0,3157.0,2528.0,2911.0,2976.0,-1.33,9.25,7.27,-0.01,-0.0,-0.15,c
3369.0,3515.0,3133.0,3663.0,3159.0,2525.0,2912.0,2975.0,-1.32,9.25,7.29,0.02,-0.0,-0.15,c
3377.0,3504.0,3147.0,3669.0,3162.0,2530.0,2915.0,2970.0,-1.34,9.27,7.3,0.01,-0.01,-0.15,c
3374.0,3499.0,3120.0,3642.0,3155.0,2516.0,2916.0,2971.0,-1.2,9.27,7.2,0.03,-0.02,-0.16,c
3371.0,3504.0,3149.0,3656.0,3159.0,2541.0,2908.0,2978.0,-1.3,9.27,7.27,-0.02,0.03,-0.14,c
3375.0,3508.0,3138.0,3667.0,3154.0,2529.0,2913.0,2974.0,-1.26,9.31,7.23,0.03,-0.03,-0.15,c
3383.0,3510.0,3144.0,3648.0,3156.0,2527.0,2920.0,2977.0,-1.24,9.26,7.26,-0.03,0.02,-0.16,c
3382.0,3503.0,3137.0,3649.0,3174.0,2523.0,2910.0,2987.0,-1.34,9.23,7.41,0.03,-0.03,-0.18,c
3395.0,3510.0,3139.0,3664.0,3166.0,2528.0,2915.0,2981.0,-1.28,9.29,7.26,-0.0,0.01,-0.14,c
3479.0,3354.0,3051.0,3441.0,2926.0,2432.0,2814.0,2954.0,-1.55,9.14,7.69,-0.01,0.01,-0.16,c
3479.0,3373.0,3045.0,3450.0,2918.0,2434.0,2828.0,2958.0,-1.52,9.0,7.84,0.03,0.0,-0.16,c
3476.0,3369.0,3040.0,3453.0,2922.0,2439.0,2822.0,2952.0,-1.5,9.14,7.75,0.04,-0.02,-0.16,c
3466.0,3347.0,3051.0,3456.0,2940.0,2439.0,2816.0,2959.0,-1.64,9.08,7.73,0.05,0.0,-0.15,c
3462.0,3367.0,3054.0,3460.0,2929.0,2437.0,2826.0,2960.0,-1.6,9.01,7.88,0.09,0.05,-0.12,c
3477.0,3383.0,3051.0,3453.0,2926.0,2432.0,2831.0,2969.0,-1.44,9.08,7.66,-0.01,0.02,-0.11,c
3474.0,3378.0,3057.0,3471.0,2928.0,2439.0,2825.0,2987.0,-1.43,9.11,7.66,0.02,0.0,-0.11,c
3483.0,3402.0,3041.0,3476.0,2931.0,2432.0,2830.0,2985.0,-1.32,9.13,7.54,0.02,-0.03,-0.14,c
3491.0,3374.0,3058.0,3490.0,2943.0,2437.0,2836.0,2983.0,-1.44,9.18,7.57,0.03,0.0,-0.15,c
3504.0,3374.0,3056.0,3474.0,2945.0,2432.0,2832.0,2986.0,-1.4,9.07,7.67,0.02,-0.01,-0.14,c
3491.0,3389.0,3039.0,3485.0,2943.0,2434.0,2830.0,2987.0,-1.49,9.09,7.77,-0.01,0.01,-0.16,c
3487.0,3380.0,3062.0,3504.0,2942.0,2439.0,2842.0,2997.0,-1.59,9.07,7.7,0.04,0.02,-0.14,c
3487.0,3358.0,3061.0,3478.0,2951.0,2437.0,2842.0,2992.0,-1.52,9.1,7.67,0.0,-0.04,-0.15,c
3502.0,3386.0,3057.0,3506.0,2955.0,2439.0,2843.0,2991.0,-1.33,9.15,7.56,0.02,-0.01,-0.15,c
3495.0,3370.0,3055.0,3488.0,2947.0,2446.0,2845.0,2994.0,-1.41,9.1,7.76,0.02,0.01,-0.17,c
3485.0,3390.0,3058.0,3501.0,2960.0,2434.0,2838.0,2989.0,-1.44,9.13,7.63,0.02,0.01,-0.16,c
3491.0,3391.0,3067.0,3488.0,2960.0,2437.0,2847.0,2994.0,-1.48,9.11,7.71,0.01,0.02,-0.16,c
3478.0,3362.0,3062.0,3506.0,2945.0,2432.0,2832.0,3008.0,-1.56,9.05,7.68,0.02,0.03,-0.15,c
3493.0,3375.0,3061.0,3490.0,2961.0,2442.0,2839.0,2997.0,-1.49,9.1,7.7,0.03,0.01,-0.16,c
3504.0,3376.0,3062.0,3471.0,2959.0,2439.0,2847.0,3009.0,-1.5,9.11,7.63,0.03,-0.04,-0.19,c
4095.0,3247.0,3161.0,4095.0,3385.0,2788.0,3199.0,3187.0,-1.56,9.05,7.65,0.03,-0.03,-0.19,c
4095.0,3237.0,3167.0,4095.0,3383.0,2774.0,3209.0,3169.0,-1.34,9.03,7.8,0.04,0.07,-0.13,c
4095.0,3233.0,3166.0,4095.0,3383.0,2783.0,3191.0,3183.0,-1.51,9.12,7.64,0.03,-0.05,-0.16,c
4095.0,3241.0,3163.0,4095.0,3382.0,2777.0,3197.0,3175.0,-1.34,9.09,7.7,0.04,0.0,-0.15,c
4095.0,3245.0,3162.0,4095.0,3395.0,2779.0,3211.0,3171.0,-1.41,9.14,7.68,-0.01,-0.03,-0.13,c
4095.0,3229.0,3157.0,4095.0,3380.0,2779.0,3200.0,3181.0,-1.4,9.1,7.67,0.05,0.0,-0.16,c
4095.0,3243.0,3155.0,4095.0,3376.0,2777.0,3202.0,3165.0,-1.4,9.11,7.69,-0.0,-0.01,-0.14,c
4095.0,3241.0,3163.0,4095.0,3397.0,2781.0,3189.0,3184.0,-1.47,9.12,7.71,0.06,-0.0,-0.15,c
4095.0,3237.0,3163.0,4095.0,3383.0,2786.0,3183.0,3175.0,-1.33,9.12,7.64,0.01,-0.01,-0.12,c
4095.0,3237.0,3155.0,4095.0,3388.0,2777.0,3184.0,3182.0,-1.05,9.04,7.31,0.03,0.01,-0.13,c
4095.0,3245.0,3175.0,4095.0,3399.0,2780.0,3197.0,3181.0,-1.39,9.11,7.66,0.03,0.02,-0.15,c
4095.0,3242.0,3159.0,4095.0,3392.0,2786.0,3184.0,3189.0,-1.44,9.12,7.63,0.02,0.02,-0.14,c
4095.0,3233.0,3152.0,4095.0,3391.0,2780.0,3184.0,3187.0,-1.38,9.15,7.6,0.01,-0.03,-0.15,c
4095.0,3238.0,3165.0,4095.0,3403.0,2779.0,3197.0,3191.0,-1.39,9.13,7.7,-0.0,0.02,-0.12,c
4095.0,3238.0,3161.0,4095.0,3391.0,2782.0,3185.0,3190.0,-1.36,9.12,7.73,0.02,-0.0,-0.17,c
4095.0,3234.0,3168.0,4095.0,3395.0,2783.0,3185.0,3194.0,-1.39,9.13,7.66,0.0,0.01,-0.15,c
4095.0,3255.0,3155.0,4095.0,3397.0,2781.0,3199.0,3184.0,-1.36,9.14,7.64,-0.01,0.02,-0.15,c
4095.0,3236.0,3173.0,4095.0,3393.0,2784.0,3186.0,3191.0,-1.52,9.12,7.66,0.01,-0.01,-0.15,c
4095.0,3249.0,3158.0,4095.0,3385.0,2773.0,3184.0,3191.0,-1.37,9.13,7.66,0.02,0.02,-0.15,c
4095.0,3246.0,3172.0,4095.0,3398.0,2772.0,3190.0,3185.0,-1.38,9.15,7.69,0.01,-0.03,-0.17,c
3292.0,3403.0,3066.0,4095.0,3222.0,2559.0,2979.0,3142.0,-1.57,8.95,8.32,-0.01,-0.02,-0.16,c
3278.0,3410.0,3071.0,4095.0,3218.0,2559.0,3006.0,3159.0,-1.48,8.81,8.45,0.03,0.01,-0.15,c
3292.0,3399.0,3057.0,4095.0,3227.0,2579.0,2994.0,3157.0,-1.5,8.87,8.32,0.06,-0.03,-0.18,c
3299.0,3385.0,3065.0,4095.0,3215.0,2559.0,3007.0,3155.0,-1.44,8.84,8.29,0.02,0.0,-0.15,c
3291.0,3397.0,3071.0,4095.0,3229.0,2559.0,3001.0,3165.0,-1.5,8.87,8.33,0.05,-0.01,-0.16,c
3299.0,3394.0,3061.0,4095.0,3231.0,2594.0,3003.0,3174.0,-1.47,8.87,8.25,0.01,0.03,-0.15,c
3307.0,3408.0,3071.0,4095.0,3223.0,2581.0,2997.0,3173.0,-1.55,8.9,8.37,0.01,-0.04,-0.16,c
3309.0,3404.0,3088.0,4095.0,3222.0,2583.0,3008.0,3184.0,-1.51,8.89,8.24,-0.02,0.01,-0.1,c
3306.0,3402.0,3069.0,4095.0,3235.0,2591.0,3014.0,3191.0,-1.41,8.87,8.3,-0.01,-0.03,-0.13,c
3293.0,3376.0,3066.0,4095.0,3225.0,2594.0,3018.0,3200.0,-1.36,8.82,8.33,0.0,-0.04,-0.16,c
3291.0,3401.0,3083.0,4095.0,3231.0,2592.0,3022.0,3216.0,-1.4,8.78,8.37,0.06,0.01,-0.17,c
3306.0,3397.0,3061.0,4095.0,3231.0,2605.0,3024.0,3217.0,-1.36,8.82,8.33,0.0,-0.01,-0.14,c
3319.0,3394.0,3067.0,4095.0,3248.0,2592.0,3021.0,3200.0,-1.5,8.86,8.25,0.04,-0.01,-0.18,c
3314.0,3401.0,3071.0,4095.0,3230.0,2603.0,3037.0,3219.0,-1.46,8.88,8.3,0.03,-0.0,-0.12,c
3319.0,3395.0,3061.0,4095.0,3227.0,2603.0,3025.0,3214.0,-1.45,8.89,8.29,0.05,-0.02,-0.17,c
3318.0,3397.0,3071.0,4095.0,3230.0,2605.0,3011.0,3218.0,-1.43,8.87,8.2,0.0,0.03,-0.12,c
3326.0,3408.0,3067.0,4095.0,3238.0,2602.0,3022.0,3222.0,-1.47,8.87,8.29,0.04,-0.02,-0.17,c
3309.0,3408.0,3056.0,4095.0,3248.0,2608.0,3021.0,3210.0,-1.41,8.85,8.24,0.01,0.08,-0.12,c
3301.0,3389.0,3061.0,4095.0,3233.0,2599.0,3014.0,3217.0,-1.46,8.88,8.32,0.05,-0.05,-0.17,c
3309.0,3408.0,3071.0,4095.0,3252.0,2587.0,3035.0,3215.0,-1.41,8.89,8.23,0.0,0.07,-0.12,c
3678.0,3417.0,3465.0,4095.0,3278.0,2624.0,3151.0,3220.0,-1.49,9.02,7.82,-0.01,0.01,-0.15,c
3669.0,3435.0,3450.0,4095.0,3285.0,2624.0,3139.0,3237.0,-1.58,9.03,7.9,0.05,-0.04,-0.16,c
3685.0,3427.0,3453.0,4095.0,3265.0,2626.0,3146.0,3231.0,-1.54,8.99,7.95,-0.02,0.0,-0.15,c
3664.0,3424.0,3452.0,4095.0,3290.0,2624.0,3152.0,3237.0,-1.54,9.05,7.83,-0.01,-0.04,-0.17,c
3678.0,3426.0,3452.0,4095.0,3283.0,2621.0,3135.0,3231.0,-1.54,8.89,8.02,0.01,0.01,-0.15,c
3690.0,3419.0,3450.0,4095.0,3289.0,2622.0,3151.0,3231.0,-1.57,8.99,7.97,0.01,-0.0,-0.16,c
3667.0,3417.0,3455.0,4095.0,3286.0,2623.0,3152.0,3253.0,-1.53,8.98,8.02,0.04,0.02,-0.15,c
3669.0,3422.0,3443.0,4095.0,3297.0,2628.0,3152.0,3249.0,-1.49,9.02,7.81,-0.0,0.01,-0.15,c
3675.0,3419.0,3443.0,4095.0,3284.0,2631.0,3152.0,3248.0,-1.51,9.0,7.89,0.06,0.01,-0.15,c
3683.0,3430.0,3451.0,4095.0,3276.0,2628.0,3139.0,3248.0,-1.48,9.01,7.87,-0.02,0.0,-0.14,c
3691.0,3423.0,3443.0,4095.0,3300.0,2619.0,3146.0,3248.0,-1.58,8.99,8.0,0.0,0.0,-0.16,c
3670.0,3424.0,3447.0,4095.0,3287.0,2621.0,3141.0,3248.0,-1.57,8.96,7.97,0.02,0.0,-0.15,c
3676.0,3414.0,3453.0,4095.0,3285.0,2624.0,3151.0,3249.0,-1.56,8.99,7.99,-0.01,-0.03,-0.15,c
3678.0,3429.0,3462.0,4095.0,3280.0,2623.0,3147.0,3255.0,-1.47,8.99,8.02,0.03,-0.01,-0.14,c
3679.0,3425.0,3444.0,4095.0,3285.0,2618.0,3151.0,3239.0,-1.48,9.02,7.88,0.03,0.01,-0.14,c
3665.0,3434.0,3458.0,4095.0,3299.0,2625.0,3149.0,3248.0,-1.52,9.0,7.88,0.03,0.04,-0.14,c
3658.0,3427.0,3459.0,4095.0,3282.0,2629.0,3138.0,3248.0,-1.47,9.04,7.88,0.0,-0.02,-0.15,c
3673.0,3419.0,3470.0,4095.0,3293.0,2606.0,3141.0,3221.0,-1.51,9.0,7.91,0.02,0.02,-0.13,c
3686.0,3418.0,3466.0,4095.0,3280.0,2606.0,3138.0,3219.0,-1.46,8.97,7.98,0.02,-0.03,-0.14,c
3664.0,3407.0,3459.0,4095.0,3282.0,2612.0,3125.0,3233.0,-1.52,9.03,7.92,0.04,0.01,-0.17,c
3419.0,3223.0,3071.0,4095.0,3174.0,2559.0,2991.0,2935.0,-1.67,9.05,7.92,0.02,0.06,-0.12,c
3408.0,3206.0,3098.0,4095.0,3175.0,2594.0,2993.0,2949.0,-1.66,9.09,7.83,0.04,-0.01,-0.15,c
3408.0,3200.0,3092.0,4095.0,3183.0,2593.0,2961.0,2949.0,-1.72,9.02,7.87,0.01,0.01,-0.16,c
3409.0,3213.0,3069.0,4095.0,3184.0,2589.0,2992.0,2958.0,-1.65,8.98,7.88,0.03,-0.02,-0.14,c
3403.0,3210.0,3071.0,4095.0,3174.0,2559.0,2999.0,2944.0,-1.64,8.93,8.09,0.06,0.0,-0.16,c
3417.0,3197.0,3071.0,4095.0,3181.0,2579.0,2998.0,2950.0,-1.76,9.12,7.69,0.04,0.01,-0.12,c
3405.0,3218.0,3088.0,4095.0,3184.0,2593.0,2995.0,2959.0,-1.71,9.0,7.84,0.02,0.05,-0.11,c
3411.0,3195.0,3102.0,4095.0,3191.0,2583.0,2997.0,2956.0,-1.6,9.08,7.73,-0.0,0.01,-0.13,c
3413.0,3213.0,3093.0,4095.0,3193.0,2595.0,3005.0,2950.0,-1.61,9.07,7.75,0.04,0.01,-0.13,c
3395.0,3209.0,3091.0,4095.0,3193.0,2559.0,3007.0,2955.0,-1.55,9.11,7.8,0.02,0.0,-0.15,c
3418.0,3207.0,3080.0,4092.0,3184.0,2593.0,3007.0,2956.0,-1.62,9.03,7.86,-0.01,0.03,-0.15,c
3400.0,3216.0,3095.0,4095.0,3200.0,2593.0,2998.0,2963.0,-1.66,9.04,7.88,0.03,-0.03,-0.18,c
3406.0,3211.0,3082.0,4095.0,3184.0,2579.0,2999.0,2960.0,-1.58,8.98,7.84,-0.0,0.05,-0.14,c
3414.0,3201.0,3103.0,4095.0,3199.0,2583.0,2999.0,2960.0,-1.71,9.04,7.87,0.04,-0.02,-0.17,c
3399.0,3204.0,3088.0,4095.0,3189.0,2594.0,2992.0,2966.0,-1.62,9.0,7.79,-0.02,0.03,-0.11,c
3403.0,3207.0,3094.0,4095.0,3184.0,2593.0,3004.0,2973.0,-1.68,9.03,7.85,0.01,-0.03,-0.16,c
3412.0,3207.0,3088.0,4095.0,3187.0,2596.0,3003.0,2968.0,-1.59,9.05,7.79,0.0,-0.01,-0.14,c
3411.0,3217.0,3086.0,4095.0,3190.0,2597.0,3003.0,2973.0,-1.59,9.01,7.8,0.01,-0.01,-0.14,c
3404.0,3216.0,3088.0,4095.0,3198.0,2583.0,3006.0,2981.0,-1.59,9.01,7.94,0.03,0.04,-0.14,c
3408.0,3219.0,3083.0,4095.0,3184.0,2592.0,3007.0,2966.0,-1.53,9.02,7.83,0.0,-0.01,-0.15,c
4095.0,3248.0,3200.0,4095.0,3406.0,2815.0,3239.0,3397.0,-1.51,8.9,8.1,0.07,0.01,-0.15,c
4095.0,3269.0,3198.0,4095.0,3408.0,2823.0,3241.0,3405.0,-1.55,8.93,8.14,0.01,-0.01,-0.15,c
4095.0,3269.0,3197.0,4095.0,3398.0,2829.0,3248.0,3403.0,-1.49,8.88,8.18,0.06,0.03,-0.13,c
4095.0,3261.0,3200.0,4095.0,3385.0,2834.0,3237.0,3399.0,-1.55,8.88,8.13,0.03,-0.02,-0.15,c
4095.0,3255.0,3207.0,4095.0,3411.0,2825.0,3246.0,3392.0,-1.47,8.89,8.19,0.02,0.01,-0.14,c
4095.0,3252.0,3200.0,4095.0,3397.0,2825.0,3261.0,3401.0,-1.53,8.92,8.11,0.05,-0.01,-0.13,c
4095.0,3264.0,3200.0,4095.0,3408.0,2830.0,3253.0,3405.0,-1.36,8.85,8.15,0.02,0.05,-0.11,c
4095.0,3267.0,3194.0,4095.0,3408.0,2831.0,3255.0,3395.0,-1.42,9.03,7.97,0.03,-0.05,-0.17,c
4095.0,3262.0,3195.0,4095.0,3398.0,2833.0,3247.0,3407.0,-1.51,9.0,7.93,0.05,0.01,-0.15,c
4095.0,3258.0,3185.0,4095.0,3402.0,2833.0,3249.0,3399.0,-1.48,8.98,7.97,-0.04,-0.02,-0.16,c
4095.0,3270.0,3198.0,4095.0,3399.0,2819.0,3252.0,3396.0,-1.5,8.84,8.18,0.04,0.04,-0.13,c
4095.0,3254.0,3195.0,4095.0,3403.0,2831.0,3249.0,3395.0,-1.48,8.94,8.08,-0.02,-0.02,-0.14,c
4095.0,3259.0,3195.0,4095.0,3407.0,2825.0,3257.0,3411.0,-1.37,8.9,8.18,0.04,0.02,-0.16,c
4095.0,3263.0,3201.0,4095.0,3408.0,2831.0,3254.0,3404.0,-1.56,8.94,8.11,0.06,0.0,-0.17,c
4095.0,3257.0,3198.0,4095.0,3413.0,2833.0,3259.0,3399.0,-1.55,8.98,8.07,0.01,0.02,-0.15,c
4095.0,3252.0,3199.0,4095.0,3396.0,2819.0,3262.0,3394.0,-1.62,8.99,7.96,0.03,0.02,-0.15,c
4095.0,3259.0,3193.0,4095.0,3410.0,2818.0,3264.0,3401.0,-1.49,8.99,8.01,-0.01,-0.01,-0.14,c
4095.0,3254.0,3196.0,4095.0,3393.0,2833.0,3253.0,3397.0,-1.46,8.98,8.03,0.05,-0.0,-0.16,c
4095.0,3254.0,3203.0,4095.0,3408.0,2831.0,3263.0,3403.0,-1.52,8.94,8.03,-0.01,0.02,-0.14,c
4095.0,3265.0,3201.0,4095.0,3417.0,2832.0,3247.0,3397.0,-1.53,8.94,8.07,0.0,-0.01,-0.14,c
3527.0,3190.0,3097.0,4095.0,3446.0,2710.0,3104.0,3232.0,-1.69,9.1,7.86,-0.0,-0.02,-0.15,c
3517.0,3183.0,3090.0,4095.0,3442.0,2716.0,3102.0,3233.0,-1.62,8.99,7.94,0.02,-0.02,-0.16,c
3518.0,3184.0,3111.0,4095.0,3436.0,2721.0,3103.0,3235.0,-1.62,9.04,7.85,0.03,0.01,-0.14,c
3513.0,3183.0,3089.0,4095.0,3443.0,2721.0,3108.0,3239.0,-1.69,9.01,7.93,0.04,-0.02,-0.16,c
3511.0,3184.0,3094.0,4095.0,3450.0,2716.0,3114.0,3244.0,-1.67,9.03,7.9,0.04,0.02,-0.14,c
3509.0,3189.0,3100.0,4095.0,3440.0,2728.0,3110.0,3248.0,-1.57,9.0,7.9,0.03,0.03,-0.12,c
3520.0,3185.0,3088.0,4095.0,3439.0,2719.0,3120.0,3242.0,-1.53,9.02,7.81,0.03,0.02,-0.14,c
3505.0,3184.0,3095.0,4095.0,3445.0,2726.0,3133.0,3254.0,-1.61,9.04,7.89,0.02,-0.01,-0.13,c
3510.0,3175.0,3090.0,4095.0,3438.0,2735.0,3118.0,3263.0,-1.48,9.06,7.8,0.03,-0.03,-0.16,c
3510.0,3186.0,3088.0,4095.0,3440.0,2719.0,3107.0,3258.0,-1.55,9.09,7.77,-0.04,0.02,-0.11,c
3516.0,3174.0,3089.0,4095.0,3443.0,2723.0,3132.0,3253.0,-1.68,9.02,7.95,0.04,0.01,-0.17,c
3533.0,3184.0,3093.0,4095.0,3455.0,2730.0,3120.0,3263.0,-1.6,9.07,7.8,-0.02,-0.01,-0.14,c
3506.0,3182.0,3089.0,4095.0,3446.0,2725.0,3119.0,3249.0,-1.54,8.99,7.84,0.02,0.01,-0.15,c
3504.0,3189.0,3088.0,4095.0,3454.0,2718.0,3123.0,3258.0,-1.44,9.02,7.86,-0.03,0.01,-0.15,c
3519.0,3191.0,3082.0,4095.0,3455.0,2711.0,3121.0,3259.0,-1.6,8.96,8.0,0.03,0.01,-0.17,c
3515.0,3184.0,3101.0,4095.0,3441.0,2726.0,3123.0,3258.0,-1.57,9.0,7.87,0.02,0.0,-0.16,c
3525.0,3185.0,3104.0,4095.0,3446.0,2714.0,3116.0,3262.0,-1.72,9.05,7.9,0.03,0.01,-0.16,c
3504.0,3191.0,3099.0,4095.0,3463.0,2736.0,3121.0,3262.0,-1.67,9.01,7.83,-0.01,-0.05,-0.13,c
3516.0,3194.0,3091.0,4095.0,3438.0,2721.0,3120.0,3268.0,-1.68,9.06,7.84,0.02,0.0,-0.14,c
3526.0,3196.0,3089.0,4095.0,3455.0,2721.0,3122.0,3258.0,-1.49,9.05,7.79,-0.01,-0.01,-0.12,c
3234.0,3267.0,3047.0,3871.0,3468.0,2768.0,3125.0,3182.0,-1.78,9.16,7.46,-0.01,-0.04,-0.14,c
3219.0,3263.0,3050.0,3888.0,3462.0,2769.0,3135.0,3182.0,-1.78,9.17,7.4,0.06,0.04,-0.14,c
