hall_1,hall_2,hall_3,flex_t,flex_i,flex_m,flex_r,flex_p,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
3431.0,3645.0,3085.0,4045.0,3311.0,2695.0,3041.0,3090.0,-1.54,9.21,7.31,-0.04,0.05,-0.12,c
3427.0,3648.0,3093.0,4046.0,3315.0,2688.0,3056.0,3088.0,-1.64,9.19,7.47,0.05,-0.04,-0.17,c
3429.0,3648.0,3084.0,4043.0,3322.0,2693.0,3056.0,3090.0,-1.53,9.21,7.36,-0.02,0.03,-0.12,c
3422.0,3654.0,3087.0,4075.0,3323.0,2699.0,3051.0,3099.0,-1.54,9.21,7.39,0.03,-0.01,-0.16,c
3419.0,3664.0,3071.0,4061.0,3328.0,2688.0,3059.0,3099.0,-1.46,9.17,7.35,-0.05,0.02,-0.11,c
3418.0,3655.0,3088.0,4069.0,3344.0,2695.0,3067.0,3111.0,-1.67,9.15,7.54,0.06,0.03,-0.16,c
3414.0,3643.0,3082.0,4063.0,3333.0,2691.0,3066.0,3119.0,-1.55,9.22,7.34,0.04,-0.02,-0.14,c
3419.0,3654.0,3079.0,4058.0,3351.0,2689.0,3071.0,3105.0,-1.65,9.18,7.41,-0.01,0.05,-0.1,c
3426.0,3639.0,3071.0,4095.0,3355.0,2693.0,3063.0,3109.0,-1.44,9.17,7.45,-0.05,0.01,-0.05,c
3434.0,3649.0,3071.0,4085.0,3359.0,2699.0,3067.0,3113.0,-1.45,9.22,7.38,0.02,0.01,-0.12,c
3415.0,3639.0,3071.0,4095.0,3348.0,2704.0,3059.0,3125.0,-1.28,9.23,7.33,-0.0,-0.01,-0.14,c
3435.0,3650.0,3066.0,4095.0,3359.0,2704.0,3071.0,3117.0,-1.42,9.2,7.47,0.01,-0.01,-0.17,c
3423.0,3633.0,3071.0,4083.0,3367.0,2694.0,3071.0,3117.0,-1.47,9.22,7.36,0.02,0.0,-0.15,c
3425.0,3635.0,3071.0,4083.0,3354.0,2714.0,3061.0,3121.0,-1.48,9.23,7.43,0.01,0.0,-0.16,c
3415.0,3654.0,3088.0,4095.0,3367.0,2699.0,3088.0,3122.0,-1.48,9.21,7.46,0.03,0.02,-0.15,c
3425.0,3659.0,3066.0,4080.0,3357.0,2694.0,3088.0,3113.0,-1.54,9.22,7.3,0.02,-0.02,-0.16,c
3380.0,3195.0,3147.0,4095.0,3619.0,2903.0,3253.0,3383.0,-1.6,9.36,7.17,-0.04,-0.05,-0.09,c
3381.0,3211.0,3130.0,4095.0,3633.0,2906.0,3264.0,3387.0,-1.47,9.25,7.32,0.03,-0.02,-0.15,c
3376.0,3210.0,3136.0,4095.0,3625.0,2907.0,3249.0,3391.0,-1.44,9.26,7.33,-0.01,-0.0,-0.14,c
3376.0,3207.0,3133.0,4095.0,3626.0,2914.0,3262.0,3383.0,-1.48,9.21,7.4,0.02,0.01,-0.15,c
3374.0,3194.0,3142.0,4095.0,3634.0,2912.0,3271.0,3376.0,-1.51,9.18,7.34,-0.01,0.0,-0.17,c
3377.0,3214.0,3143.0,4095.0,3635.0,2896.0,3266.0,3393.0,-1.55,9.18,7.43,-0.0,0.03,-0.14,c
3376.0,3213.0,3143.0,4095.0,3637.0,2909.0,3277.0,3386.0,-1.5,9.17,7.5,0.03,-0.01,-0.15,c
3372.0,3205.0,3130.0,4095.0,3630.0,2902.0,3255.0,3376.0,-1.52,9.26,7.31,0.06,-0.02,-0.15,c
3359.0,3204.0,3149.0,4095.0,3619.0,2896.0,3270.0,3386.0,-1.57,9.2,7.3,0.01,0.02,-0.14,c
3369.0,3197.0,3136.0,4095.0,3653.0,2896.0,3279.0,3381.0,-1.51,9.27,7.29,0.05,-0.02,-0.14,c
3375.0,3199.0,3134.0,4095.0,3623.0,2894.0,3271.0,3390.0,-1.45,9.27,7.16,-0.0,0.02,-0.14,c
3367.0,3200.0,3142.0,4095.0,3627.0,2893.0,3268.0,3386.0,-1.51,9.23,7.35,0.01,0.0,-0.15,c
3372.0,3203.0,3136.0,4095.0,3637.0,2895.0,3271.0,3391.0,-1.54,9.23,7.34,-0.03,0.02,-0.14,c
3370.0,3200.0,3142.0,4095.0,3631.0,2893.0,3267.0,3397.0,-1.56,9.17,7.42,0.01,-0.01,-0.15,c
3370.0,3205.0,3159.0,4095.0,3636.0,2881.0,3270.0,3381.0,-1.46,9.22,7.42,0.02,0.0,-0.15,c
3380.0,3201.0,3146.0,4095.0,3629.0,2903.0,3265.0,3398.0,-1.51,9.23,7.36,0.03,0.02,-0.15,c
3375.0,3198.0,3126.0,4095.0,3628.0,2890.0,3259.0,3390.0,-1.44,9.25,7.17,-0.0,-0.01,-0.14,c
3364.0,3200.0,3130.0,4095.0,3638.0,2896.0,3259.0,3397.0,-1.5,9.21,7.36,0.01,0.01,-0.14,c
3375.0,3200.0,3141.0,4095.0,3644.0,2895.0,3261.0,3387.0,-1.43,9.23,7.26,-0.02,-0.02,-0.16,c
3365.0,3201.0,3141.0,4095.0,3631.0,2888.0,3262.0,3380.0,-1.46,9.21,7.35,0.02,0.03,-0.16,c
3136.0,3132.0,3042.0,4095.0,3504.0,2649.0,2982.0,2961.0,-1.65,9.14,7.07,0.01,-0.04,-0.15,c
3138.0,3136.0,3041.0,4095.0,3505.0,2661.0,2976.0,2960.0,-1.61,9.19,7.23,-0.04,0.06,-0.13,c
3141.0,3133.0,3044.0,4095.0,3509.0,2651.0,2982.0,2971.0,-1.6,9.29,7.1,0.02,-0.04,-0.17,c
3152.0,3152.0,3051.0,4095.0,3516.0,2653.0,2991.0,2974.0,-1.69,9.31,7.08,-0.01,0.04,-0.14,c
3149.0,3141.0,3040.0,4095.0,3507.0,2661.0,2976.0,2971.0,-1.7,9.31,7.07,-0.03,0.0,-0.14,c
3151.0,3136.0,3040.0,4095.0,3493.0,2658.0,2989.0,2979.0,-1.69,9.22,7.31,-0.04,-0.01,-0.11,c
3137.0,3136.0,3055.0,4095.0,3501.0,2661.0,2985.0,2983.0,-1.59,9.23,7.4,0.02,0.02,-0.14,c
3145.0,3120.0,3042.0,4095.0,3500.0,2657.0,2986.0,2983.0,-1.61,9.3,7.16,0.02,-0.0,-0.16,c
3141.0,3135.0,3037.0,4095.0,3503.0,2655.0,2993.0,2987.0,-1.68,9.18,7.25,0.0,0.04,-0.15,c
3146.0,3124.0,3037.0,4095.0,3523.0,2666.0,2992.0,2977.0,-1.61,9.31,7.04,0.04,-0.03,-0.15,c
3146.0,3139.0,3055.0,4095.0,3501.0,2657.0,2986.0,2980.0,-1.57,9.29,7.12,0.01,0.04,-0.14,c
3133.0,3137.0,3049.0,4095.0,3499.0,2661.0,2998.0,2983.0,-1.63,9.25,7.17,0.01,-0.02,-0.16,c
3138.0,3135.0,3049.0,4095.0,3511.0,2663.0,3002.0,2983.0,-1.72,9.22,7.26,0.0,0.05,-0.14,c
3145.0,3138.0,3059.0,4095.0,3511.0,2667.0,2995.0,2991.0,-1.6,9.25,7.22,-0.01,-0.01,-0.15,c
3138.0,3143.0,3056.0,4095.0,3514.0,2672.0,2997.0,2992.0,-1.6,9.22,7.2,-0.0,-0.0,-0.15,c
3149.0,3137.0,3054.0,4095.0,3511.0,2662.0,3006.0,2992.0,-1.59,9.26,7.21,-0.01,0.01,-0.14,c
3152.0,3136.0,3054.0,4095.0,3504.0,2661.0,2992.0,2992.0,-1.65,9.25,7.22,-0.01,-0.01,-0.14,c
3153.0,3147.0,3054.0,4095.0,3505.0,2663.0,2989.0,2992.0,-1.66,9.21,7.28,0.01,-0.01,-0.15,c
3147.0,3128.0,3047.0,4095.0,3499.0,2654.0,2987.0,2983.0,-1.67,9.22,7.24,-0.02,0.01,-0.13,c
3153.0,3136.0,3051.0,4095.0,3499.0,2652.0,2983.0,2991.0,-1.64,9.22,7.36,0.02,0.01,-0.13,c
3511.0,4095.0,3185.0,3817.0,3349.0,2668.0,2986.0,3051.0,-1.77,9.28,6.82,-0.0,-0.04,-0.17,c
3499.0,4095.0,3184.0,3826.0,3350.0,2674.0,2985.0,3057.0,-1.77,9.33,7.03,-0.01,-0.01,-0.15,c
3520.0,4095.0,3175.0,3834.0,3367.0,2672.0,2992.0,3071.0,-1.71,9.2,7.14,0.01,-0.02,-0.15,c
3503.0,4095.0,3180.0,3826.0,3362.0,2677.0,2989.0,3061.0,-1.78,9.29,7.01,0.01,-0.05,-0.15,c
3504.0,4095.0,3195.0,3838.0,3365.0,2681.0,2982.0,3081.0,-1.81,9.26,7.05,0.01,0.02,-0.15,c
3514.0,4095.0,3185.0,3847.0,3375.0,2673.0,2994.0,3062.0,-1.81,9.23,7.08,0.0,-0.0,-0.14,c
3504.0,4095.0,3183.0,3835.0,3357.0,2672.0,2988.0,3071.0,-1.73,9.28,6.99,0.03,-0.01,-0.16,c
3503.0,4095.0,3185.0,3845.0,3367.0,2683.0,2992.0,3066.0,-1.75,9.29,7.07,-0.01,0.02,-0.14,c
3505.0,4095.0,3193.0,3854.0,3371.0,2677.0,2997.0,3088.0,-1.75,9.28,7.1,0.03,-0.01,-0.17,c
3495.0,4095.0,3184.0,3856.0,3377.0,2689.0,3001.0,3087.0,-1.81,9.31,7.05,-0.02,0.05,-0.14,c
3493.0,4095.0,3190.0,3853.0,3371.0,2685.0,3013.0,3090.0,-1.83,9.26,7.04,0.03,-0.03,-0.17,c
3510.0,4095.0,3184.0,3839.0,3377.0,2683.0,2998.0,3088.0,-1.79,9.28,7.1,-0.03,0.04,-0.14,c
3510.0,4095.0,3188.0,3850.0,3379.0,2688.0,3009.0,3088.0,-1.83,9.22,7.09,0.02,-0.04,-0.16,c
3507.0,4095.0,3177.0,3856.0,3387.0,2688.0,3013.0,3101.0,-1.72,9.23,7.07,0.0,0.04,-0.14,c
3504.0,4095.0,3184.0,3854.0,3391.0,2685.0,3008.0,3098.0,-1.77,9.25,7.1,0.01,-0.01,-0.16,c
3514.0,4095.0,3186.0,3858.0,3392.0,2682.0,3008.0,3095.0,-1.83,9.27,7.07,0.02,0.0,-0.15,c
3495.0,4095.0,3183.0,3859.0,3391.0,2684.0,3009.0,3101.0,-1.79,9.22,7.1,0.01,0.02,-0.15,c
3499.0,4095.0,3185.0,3852.0,3397.0,2688.0,3010.0,3103.0,-1.83,9.25,7.06,0.01,0.01,-0.14,c
3510.0,4095.0,3177.0,3847.0,3401.0,2689.0,3017.0,3105.0,-1.75,9.25,7.08,0.02,0.0,-0.14,c
3513.0,4095.0,3175.0,3842.0,3394.0,2690.0,3009.0,3107.0,-1.77,9.3,7.11,0.05,0.0,-0.14,c
4095.0,4095.0,3463.0,4095.0,3821.0,3110.0,3334.0,3214.0,-1.39,9.49,6.73,-0.04,-0.06,-0.16,c
4095.0,4095.0,3462.0,4095.0,3844.0,3115.0,3337.0,3214.0,-1.49,9.3,7.04,0.02,0.07,-0.14,c
4095.0,4095.0,3456.0,4095.0,3844.0,3110.0,3344.0,3231.0,-1.35,9.4,6.9,0.03,-0.07,-0.2,c
4095.0,4095.0,3455.0,4095.0,3818.0,3115.0,3339.0,3223.0,-1.47,9.36,6.89,-0.0,0.06,-0.15,c
4095.0,4095.0,3459.0,4095.0,3820.0,3104.0,3344.0,3232.0,-1.48,9.37,6.95,0.01,-0.02,-0.18,c
4095.0,4095.0,3455.0,4095.0,3825.0,3094.0,3341.0,3247.0,-1.52,9.35,6.92,-0.01,0.03,-0.15,c
4095.0,4095.0,3463.0,4095.0,3841.0,3106.0,3342.0,3245.0,-1.54,9.31,7.0,-0.02,-0.03,-0.16,c
4095.0,4095.0,3455.0,4095.0,3829.0,3120.0,3339.0,3248.0,-1.51,9.36,6.99,-0.01,0.01,-0.14,c
4095.0,4095.0,3469.0,4095.0,3845.0,3111.0,3348.0,3258.0,-1.47,9.31,7.0,0.01,-0.02,-0.17,c
4095.0,4095.0,3452.0,4095.0,3853.0,3114.0,3347.0,3266.0,-1.53,9.32,7.0,0.0,0.02,-0.14,c
4095.0,4095.0,3439.0,4095.0,3867.0,3109.0,3360.0,3255.0,-1.53,9.32,6.96,0.0,0.0,-0.14,c
4095.0,4095.0,3438.0,4095.0,3856.0,3114.0,3350.0,3280.0,-1.41,9.36,6.98,-0.01,0.02,-0.12,c
4095.0,4095.0,3447.0,4095.0,3869.0,3119.0,3365.0,3268.0,-1.46,9.39,6.96,-0.03,-0.02,-0.13,c
4095.0,4095.0,3427.0,4095.0,3835.0,3131.0,3351.0,3280.0,-1.48,9.43,6.97,-0.08,-0.02,-0.04,c
4095.0,4095.0,3451.0,4095.0,3851.0,3119.0,3373.0,3292.0,-1.42,9.3,7.19,0.01,-0.05,-0.15,c
4095.0,4095.0,3430.0,4095.0,3856.0,3120.0,3367.0,3281.0,-1.31,9.28,7.19,-0.01,0.01,-0.14,c
4095.0,4095.0,3434.0,4095.0,3845.0,3119.0,3369.0,3303.0,-1.4,9.28,7.23,0.03,0.0,-0.17,c
4095.0,4095.0,3425.0,4095.0,3858.0,3119.0,3377.0,3293.0,-1.41,9.25,7.13,0.01,-0.01,-0.17,c
4095.0,4095.0,3414.0,4095.0,3863.0,3120.0,3361.0,3284.0,-1.51,9.29,7.11,0.03,0.01,-0.14,c
4095.0,4095.0,3422.0,4095.0,3863.0,3110.0,3369.0,3291.0,-1.39,9.31,6.99,0.02,-0.0,-0.16,c
4095.0,3164.0,3249.0,4095.0,3648.0,2943.0,3294.0,3121.0,-1.6,9.46,6.58,-0.04,0.06,-0.14,c
4095.0,3148.0,3249.0,4095.0,3663.0,2942.0,3298.0,3118.0,-1.48,9.38,6.69,-0.05,-0.04,-0.16,c
4095.0,3166.0,3251.0,4095.0,3694.0,2943.0,3301.0,3121.0,-1.53,9.44,6.52,-0.01,0.02,-0.15,c
4095.0,3150.0,3247.0,4095.0,3664.0,2942.0,3299.0,3121.0,-1.5,9.42,6.54,-0.05,-0.02,-0.13,c
4095.0,3154.0,3246.0,4095.0,3667.0,2948.0,3309.0,3129.0,-1.64,9.39,6.69,-0.03,0.01,-0.16,c
4095.0,3159.0,3247.0,4095.0,3697.0,2939.0,3321.0,3136.0,-1.45,9.41,6.77,-0.03,0.02,-0.14,c
4095.0,3152.0,3245.0,4095.0,3670.0,2946.0,3309.0,3140.0,-1.6,9.37,6.79,0.02,-0.01,-0.17,c
4095.0,3158.0,3237.0,4095.0,3683.0,2955.0,3318.0,3143.0,-1.5,9.43,6.59,0.03,0.0,-0.14,c
4095.0,3161.0,3249.0,4095.0,3695.0,2950.0,3321.0,3149.0,-1.56,9.42,6.58,-0.01,0.02,-0.13,c
4095.0,3165.0,3238.0,4095.0,3694.0,2949.0,3312.0,3151.0,-1.47,9.37,6.71,-0.01,0.0,-0.14,c
4095.0,3165.0,3238.0,4095.0,3687.0,2955.0,3319.0,3151.0,-1.47,9.42,6.63,0.03,-0.0,-0.15,c
4095.0,3161.0,3247.0,4095.0,3703.0,2946.0,3323.0,3143.0,-1.52,9.44,6.67,-0.0,0.02,-0.15,c
4095.0,3153.0,3237.0,4095.0,3709.0,2957.0,3334.0,3157.0,-1.56,9.44,6.66,0.03,-0.02,-0.14,c
4095.0,3175.0,3245.0,4095.0,3702.0,2954.0,3328.0,3159.0,-1.45,9.44,6.6,0.0,0.0,-0.16,c
4095.0,3183.0,3237.0,4095.0,3717.0,2951.0,3328.0,3152.0,-1.49,9.41,6.64,0.01,-0.01,-0.15,c
4095.0,3162.0,3239.0,4095.0,3711.0,2958.0,3333.0,3163.0,-1.45,9.43,6.66,0.0,0.03,-0.14,c
4095.0,3163.0,3231.0,4095.0,3713.0,2960.0,3325.0,3168.0,-1.44,9.42,6.58,0.01,-0.01,-0.16,c
4095.0,3162.0,3231.0,4095.0,3715.0,2958.0,3333.0,3169.0,-1.48,9.47,6.63,-0.01,-0.0,-0.16,c
4095.0,3162.0,3232.0,4095.0,3726.0,2961.0,3329.0,3171.0,-1.56,9.35,6.69,-0.0,0.02,-0.16,c
4095.0,3162.0,3237.0,4095.0,3718.0,2960.0,3335.0,3169.0,-1.48,9.45,6.66,-0.0,-0.02,-0.16,c
3248.0,3223.0,3137.0,4095.0,3630.0,2845.0,3193.0,3187.0,-1.42,9.33,6.86,0.03,0.01,-0.16,c
3222.0,3227.0,3149.0,4095.0,3647.0,2837.0,3202.0,3216.0,-1.45,9.34,6.85,0.01,0.02,-0.14,c
3235.0,3230.0,3136.0,4095.0,3664.0,2842.0,3216.0,3216.0,-1.3,9.27,6.94,0.01,-0.02,-0.16,c
3214.0,3219.0,3146.0,4095.0,3692.0,2845.0,3229.0,3227.0,-1.3,9.34,6.94,0.02,0.02,-0.15,c
3219.0,3242.0,3141.0,4095.0,3686.0,2853.0,3207.0,3233.0,-1.37,9.31,6.97,0.0,0.01,-0.15,c
3223.0,3233.0,3147.0,4095.0,3695.0,2857.0,3221.0,3244.0,-1.43,9.34,7.01,-0.02,-0.01,-0.16,c
3229.0,3233.0,3155.0,4095.0,3712.0,2864.0,3235.0,3246.0,-1.31,9.31,7.04,-0.02,0.01,-0.14,c
3217.0,3231.0,3143.0,4095.0,3698.0,2867.0,3222.0,3245.0,-1.3,9.36,6.94,0.01,-0.01,-0.16,c
3215.0,3235.0,3139.0,4095.0,3690.0,2869.0,3227.0,3246.0,-1.4,9.38,6.93,0.02,0.02,-0.14,c
3229.0,3223.0,3153.0,4095.0,3719.0,2863.0,3229.0,3250.0,-1.4,9.4,6.91,0.0,-0.01,-0.16,c
3216.0,3231.0,3139.0,4095.0,3712.0,2861.0,3233.0,3248.0,-1.42,9.33,7.0,0.01,0.01,-0.15,c
3218.0,3222.0,3136.0,4095.0,3735.0,2867.0,3245.0,3243.0,-1.39,9.36,7.08,0.04,-0.0,-0.18,c
3216.0,3214.0,3139.0,4095.0,3744.0,2879.0,3218.0,3247.0,-1.36,9.33,6.92,-0.01,0.03,-0.14,c
3222.0,3234.0,3145.0,4095.0,3745.0,2875.0,3234.0,3248.0,-1.34,9.33,7.02,0.02,0.02,-0.14,c
3215.0,3229.0,3147.0,4095.0,3734.0,2879.0,3234.0,3255.0,-1.38,9.38,6.95,0.01,0.0,-0.15,c
3217.0,3243.0,3152.0,4095.0,3743.0,2875.0,3243.0,3250.0,-1.41,9.35,7.0,0.03,0.04,-0.15,c
3217.0,3246.0,3154.0,4095.0,3747.0,2871.0,3247.0,3233.0,-1.34,9.41,6.92,0.01,-0.03,-0.16,c
3219.0,3233.0,3152.0,4095.0,3754.0,2882.0,3234.0,3248.0,-1.41,9.36,6.94,0.03,0.02,-0.13,c
3227.0,3237.0,3120.0,4095.0,3728.0,2876.0,3246.0,3245.0,-1.36,9.39,6.92,0.02,-0.03,-0.16,c
3225.0,3233.0,3141.0,4095.0,3731.0,2866.0,3226.0,3247.0,-1.39,9.37,6.91,0.01,0.03,-0.15,c
3297.0,3245.0,3111.0,4095.0,3824.0,2894.0,3247.0,3302.0,-1.62,9.45,6.75,-0.01,-0.04,-0.13,c
3309.0,3234.0,3105.0,4095.0,3819.0,2897.0,3243.0,3314.0,-1.48,9.29,6.85,0.02,-0.02,-0.15,c
3295.0,3243.0,3115.0,4095.0,3810.0,2895.0,3245.0,3316.0,-1.59,9.37,6.84,-0.02,0.02,-0.13,c
3311.0,3226.0,3095.0,4095.0,3796.0,2894.0,3237.0,3323.0,-1.54,9.33,6.84,0.02,-0.0,-0.15,c
3307.0,3219.0,3101.0,4095.0,3792.0,2897.0,3244.0,3327.0,-1.56,9.4,6.77,-0.0,0.0,-0.16,c
3299.0,3226.0,3120.0,4095.0,3799.0,2911.0,3254.0,3328.0,-1.61,9.32,6.92,-0.02,0.05,-0.13,c
3294.0,3218.0,3105.0,4095.0,3807.0,2903.0,3247.0,3337.0,-1.52,9.4,6.8,0.02,-0.01,-0.14,c
3310.0,3234.0,3114.0,4095.0,3821.0,2903.0,3265.0,3331.0,-1.56,9.35,6.86,-0.01,0.01,-0.14,c
3313.0,3231.0,3092.0,4095.0,3811.0,2896.0,3243.0,3335.0,-1.55,9.33,6.89,0.02,-0.01,-0.15,c
3294.0,3243.0,3105.0,4095.0,3799.0,2904.0,3257.0,3328.0,-1.53,9.38,6.75,0.02,0.0,-0.15,c
3311.0,3234.0,3105.0,4095.0,3792.0,2909.0,3254.0,3335.0,-1.56,9.39,6.86,-0.0,-0.0,-0.16,c
3301.0,3229.0,3110.0,4095.0,3767.0,2887.0,3268.0,3335.0,-1.62,9.33,6.87,0.02,0.01,-0.14,c
3309.0,3231.0,3097.0,4095.0,3807.0,2896.0,3268.0,3342.0,-1.53,9.37,6.83,-0.01,-0.01,-0.16,c
3317.0,3233.0,3088.0,4095.0,3781.0,2891.0,3275.0,3339.0,-1.52,9.36,6.92,0.02,0.0,-0.14,c
3311.0,3218.0,3095.0,4095.0,3792.0,2880.0,3255.0,3333.0,-1.45,9.39,6.91,0.02,-0.02,-0.17,c
3318.0,3231.0,3099.0,4095.0,3792.0,2880.0,3270.0,3332.0,-1.61,9.3,6.72,-0.0,0.08,-0.12,c
3316.0,3229.0,3103.0,4095.0,3808.0,2890.0,3281.0,3329.0,-1.52,9.4,6.76,-0.01,-0.03,-0.15,c
3319.0,3216.0,3109.0,4095.0,3810.0,2895.0,3255.0,3343.0,-1.62,9.33,6.86,-0.02,0.03,-0.14,c
3309.0,3235.0,3098.0,4095.0,3796.0,2894.0,3271.0,3342.0,-1.49,9.37,6.87,-0.02,-0.05,-0.16,c
3313.0,3228.0,3109.0,4095.0,3793.0,2884.0,3275.0,3341.0,-1.46,9.31,6.96,-0.01,0.02,-0.14,c
3746.0,3598.0,3522.0,4095.0,3583.0,2880.0,3216.0,3245.0,-1.53,9.32,6.99,-0.04,0.01,-0.15,c
3751.0,3599.0,3520.0,4095.0,3600.0,2892.0,3216.0,3245.0,-1.64,9.26,7.15,0.04,0.05,-0.14,c
3742.0,3575.0,3514.0,4095.0,3583.0,2884.0,3226.0,3262.0,-1.52,9.37,7.02,-0.01,-0.04,-0.14,c
3738.0,3582.0,3509.0,4095.0,3583.0,2887.0,3233.0,3259.0,-1.58,9.3,7.09,0.01,0.04,-0.14,c
3743.0,3583.0,3526.0,4095.0,3575.0,2885.0,3220.0,3248.0,-1.64,9.29,7.16,0.0,-0.02,-0.15,c
3735.0,3600.0,3523.0,4095.0,3583.0,2883.0,3234.0,3259.0,-1.55,9.29,7.16,0.03,0.02,-0.14,c
3740.0,3583.0,3527.0,4095.0,3597.0,2883.0,3239.0,3255.0,-1.54,9.33,7.12,0.04,-0.01,-0.16,c
3739.0,3600.0,3519.0,4095.0,3599.0,2891.0,3235.0,3253.0,-1.5,9.34,6.97,0.02,-0.0,-0.14,c
3731.0,3601.0,3521.0,4095.0,3598.0,2881.0,3231.0,3237.0,-1.55,9.29,6.99,0.01,-0.0,-0.15,c
3766.0,3583.0,3522.0,4095.0,3583.0,2883.0,3233.0,3262.0,-1.52,9.37,6.99,0.01,0.0,-0.14,c
3749.0,3611.0,3511.0,4095.0,3600.0,2888.0,3237.0,3256.0,-1.58,9.31,7.07,-0.01,-0.01,-0.15,c
3758.0,3583.0,3520.0,4095.0,3583.0,2896.0,3243.0,3253.0,-1.52,9.32,7.2,0.01,-0.01,-0.13,c
3746.0,3583.0,3523.0,4095.0,3606.0,2895.0,3237.0,3262.0,-1.52,9.34,7.0,0.02,0.01,-0.13,c
3760.0,3601.0,3515.0,4095.0,3582.0,2884.0,3243.0,3263.0,-1.51,9.34,7.02,-0.01,-0.02,-0.13,c
3742.0,3583.0,3518.0,4095.0,3609.0,2892.0,3248.0,3269.0,-1.46,9.3,7.12,-0.02,0.01,-0.15,c
3748.0,3600.0,3518.0,4095.0,3599.0,2898.0,3248.0,3265.0,-1.46,9.31,7.18,-0.03,-0.03,-0.15,c
3734.0,3600.0,3510.0,4095.0,3623.0,2894.0,3248.0,3255.0,-1.45,9.31,7.18,0.03,-0.02,-0.17,c
3761.0,3600.0,3521.0,4095.0,3609.0,2898.0,3241.0,3274.0,-1.47,9.31,7.06,0.03,-0.03,-0.17,c
3750.0,3614.0,3509.0,4095.0,3617.0,2891.0,3242.0,3257.0,-1.53,9.28,7.15,0.03,0.03,-0.16,c
3747.0,3609.0,3506.0,4095.0,3615.0,2896.0,3237.0,3267.0,-1.53,9.3,7.04,0.02,-0.01,-0.15,c
3358.0,3378.0,3387.0,4095.0,3827.0,2915.0,3193.0,3235.0,-1.67,9.36,6.97,-0.09,-0.01,-0.14,c
3362.0,3383.0,3377.0,4095.0,3852.0,2925.0,3195.0,3259.0,-1.6,9.08,7.12,-0.05,0.07,-0.12,c
3354.0,3383.0,3379.0,4095.0,3835.0,2917.0,3207.0,3248.0,-1.62,9.31,7.0,-0.0,-0.04,-0.16,c
3360.0,3371.0,3371.0,4095.0,3877.0,2926.0,3209.0,3251.0,-1.62,9.27,6.92,0.0,0.03,-0.17,c
3333.0,3369.0,3374.0,4095.0,3855.0,2917.0,3219.0,3261.0,-1.66,9.33,6.91,-0.01,-0.03,-0.16,c
3345.0,3392.0,3380.0,4095.0,3855.0,2914.0,3211.0,3262.0,-1.64,9.26,7.01,0.02,0.04,-0.15,c
3348.0,3389.0,3376.0,4095.0,3861.0,2918.0,3217.0,3253.0,-1.59,9.37,6.93,0.02,-0.03,-0.16,c
3354.0,3394.0,3376.0,4095.0,3868.0,2922.0,3217.0,3274.0,-1.75,9.29,6.91,0.0,0.03,-0.14,c
3353.0,3389.0,3367.0,4095.0,3869.0,2929.0,3204.0,3273.0,-1.64,9.33,6.94,0.03,-0.03,-0.15,c
3344.0,3382.0,3367.0,4095.0,3879.0,2928.0,3214.0,3273.0,-1.59,9.35,6.93,0.01,0.03,-0.13,c
3344.0,3378.0,3363.0,4095.0,3882.0,2921.0,3216.0,3269.0,-1.56,9.36,6.9,0.03,-0.03,-0.16,c
3347.0,3386.0,3367.0,4095.0,3877.0,2923.0,3216.0,3266.0,-1.67,9.3,6.87,0.01,0.03,-0.14,c
3345.0,3376.0,3354.0,4095.0,3867.0,2928.0,3223.0,3265.0,-1.66,9.35,6.91,0.02,-0.03,-0.15,c
3349.0,3399.0,3378.0,4095.0,3875.0,2915.0,3211.0,3265.0,-1.66,9.31,6.87,0.02,0.03,-0.13,c
3349.0,3375.0,3357.0,4095.0,3879.0,2919.0,3218.0,3264.0,-1.54,9.33,6.87,-0.01,-0.02,-0.13,c
3347.0,3374.0,3361.0,4095.0,3863.0,2928.0,3222.0,3275.0,-1.59,9.33,6.95,0.03,0.02,-0.14,c
3354.0,3379.0,3361.0,4095.0,3873.0,2928.0,3223.0,3269.0,-1.57,9.34,6.87,0.01,0.01,-0.15,c
3348.0,3381.0,3355.0,4095.0,3890.0,2928.0,3227.0,3279.0,-1.71,9.37,6.87,0.03,0.02,-0.14,c
3350.0,3376.0,3375.0,4095.0,3862.0,2939.0,3214.0,3282.0,-1.6,9.3,6.88,-0.01,0.03,-0.14,c
3349.0,3382.0,3367.0,4095.0,3859.0,2918.0,3217.0,3264.0,-1.59,9.37,6.94,0.02,-0.02,-0.15,c
3825.0,4095.0,3163.0,4095.0,3920.0,2963.0,3237.0,3203.0,-1.42,9.44,6.64,-0.03,0.01,-0.14,c
3843.0,4095.0,3185.0,4095.0,3933.0,2981.0,3233.0,3205.0,-1.44,9.44,6.74,-0.01,0.0,-0.15,c
3827.0,4095.0,3173.0,4095.0,3920.0,2975.0,3234.0,3217.0,-1.55,9.39,6.79,0.01,0.01,-0.15,c
3821.0,4095.0,3167.0,4095.0,3929.0,2983.0,3248.0,3223.0,-1.51,9.36,6.8,0.01,0.02,-0.14,c
3853.0,4095.0,3165.0,4095.0,3914.0,2971.0,3244.0,3225.0,-1.49,9.42,6.62,0.01,-0.02,-0.15,c
3829.0,4095.0,3166.0,4095.0,3920.0,2983.0,3241.0,3230.0,-1.45,9.37,6.67,-0.03,0.04,-0.14,c
